-2.029629017071536978e+01,-2.462999999999999901e+01,2.660999999999999943e+01
-3.512006685198045819e+00,-3.669999999999999929e+00,5.669999999999999929e+00
-2.144609856531547898e+00,-2.209999999999999964e+00,4.169999999999999929e+00
-2.426223341587583349e+00,-2.509999999999999787e+00,4.469999999999999751e+00
-1.914815001597378386e+00,-1.969999999999999973e+00,3.930000000000000160e+00
-1.718657028776592322e+00,-1.770000000000000018e+00,3.709999999999999964e+00
-1.742850034694998884e+00,-1.790000000000000036e+00,3.759999999999999787e+00
-1.673593925147107697e+00,-1.719999999999999973e+00,3.709999999999999964e+00
-1.989648273947486778e+00,-2.049999999999999822e+00,4.019999999999999574e+00
-1.731133606642118572e+00,-1.780000000000000027e+00,3.729999999999999982e+00
-1.958421994993636783e+00,-2.020000000000000018e+00,4.000000000000000000e+00
-1.741227598127178755e+00,-1.790000000000000036e+00,3.759999999999999787e+00
-1.797718260943537594e+00,-1.850000000000000089e+00,3.830000000000000071e+00
-1.510856385685018566e+00,-1.550000000000000044e+00,3.520000000000000018e+00
-1.692413853961048709e+00,-1.739999999999999991e+00,3.689999999999999947e+00
-1.492313971598998812e+00,-1.530000000000000027e+00,3.459999999999999964e+00
-1.568490225092998180e+00,-1.610000000000000098e+00,3.560000000000000053e+00
-1.625268212366038911e+00,-1.669999999999999929e+00,3.660000000000000142e+00
-1.616530650562087557e+00,-1.659999999999999920e+00,3.609999999999999876e+00
-1.691741436852058023e+00,-1.739999999999999991e+00,3.700000000000000178e+00
-1.490963286184018521e+00,-1.530000000000000027e+00,3.500000000000000000e+00
-1.606625847682018104e+00,-1.649999999999999911e+00,3.629999999999999893e+00
-1.587816573142158072e+00,-1.629999999999999893e+00,3.620000000000000107e+00
-1.616525808770077566e+00,-1.659999999999999920e+00,3.629999999999999893e+00
-1.624803111176213122e+00,-1.669999999999999929e+00,3.620000000000000107e+00
-1.605204089223726038e+00,-1.649999999999999911e+00,3.580000000000000071e+00
-1.549194840262088091e+00,-1.590000000000000080e+00,3.580000000000000071e+00
-1.413632416084018129e+00,-1.449999999999999956e+00,3.419999999999999929e+00
-1.443515704190008853e+00,-1.479999999999999982e+00,3.430000000000000160e+00
-1.454576201198998664e+00,-1.489999999999999991e+00,3.479999999999999982e+00
-1.511723862197998480e+00,-1.550000000000000044e+00,3.509999999999999787e+00
-1.357152310799997652e+00,-1.389999999999999902e+00,3.359999999999999876e+00
