2.166611962223163346e+01,3.731474775474168837e+01,3.733985002647975193e+01
1.259506051288485118e+01,1.724497318061121121e+01,1.726868553191006583e+01
8.292290750992377113e+00,9.792466492156099989e+00,9.792466492156099989e+00
4.658686116298613911e+01,3.397082976613907590e+02,3.392367203001466009e+02
2.716945457067846803e+01,1.989355885707732909e+02,1.986528288245601743e+02
1.426836178130012067e+00,1.499166435056495050e+00,1.552932709424332591e+00
1.864638061684210646e+00,1.970685160039522765e+00,1.986227580112611912e+00
9.704194292237909858e-01,1.010148503933950614e+00,1.010148503933950614e+00
9.149273898158123419e-01,9.526279441628827671e-01,9.526279441628827671e-01
1.267206071977050597e+00,1.336263447079203859e+00,1.353920233987216726e+00
9.522680092806589114e-01,9.877246579892593470e-01,1.088622983406100753e+00
1.078887900778842335e+00,1.128317331250389577e+00,1.128317331250389577e+00
1.047564260385229762e+00,1.095445115010332815e+00,1.136485811614029950e+00
1.012230512149004724e+00,1.053517916316567105e+00,1.077032961426900748e+00
7.421090151832619997e-01,7.683749084919421213e-01,7.956758133813039979e-01
1.091168956417249980e+00,1.137497252743935316e+00,1.177242540855536479e+00
8.300868821119834484e-01,8.608716512930369991e-01,8.608716512930369991e-01
8.237899636948018411e-01,8.529361054615990367e-01,8.529361054615990367e-01
6.425253469967310282e-01,6.647555941848104499e-01,6.647555941848104499e-01
7.855427920701348876e-01,8.135723692456630074e-01,8.388086790204304366e-01
8.737213052392165391e-01,9.061456836513650526e-01,9.526279441628827671e-01
7.496341546946241330e-01,7.758221445666533267e-01,7.758221445666532157e-01
9.411026974208478446e-01,9.762684057163794060e-01,1.000199980003998457e+00
9.378995292080286594e-01,9.766780431646865379e-01,9.987992791347024557e-01
9.306136872283241601e-01,9.663850164401356357e-01,1.010494928240611934e+00
9.347563370193245902e-01,9.703607576566566362e-01,1.014889156509221957e+00
7.618248341093561971e-01,7.896834808959849461e-01,7.896834808959849461e-01
8.710661007253550636e-01,9.031057523900506423e-01,9.705153270299242685e-01
1.295501680790893673e+00,1.366601624468521070e+00,1.383437747063452905e+00
8.039238233397517641e-01,8.330066026148895686e-01,8.330066026148895686e-01
