-3.262318805129986288e+01,-4.467000000000000171e+01,4.665999999999999659e+01
-2.397828087465029512e+00,-2.470000000000000195e+00,4.459999999999999964e+00
-1.743727204691008614e+00,-1.790000000000000036e+00,3.779999999999999805e+00
-1.656787473296998936e+00,-1.699999999999999956e+00,3.689999999999999947e+00
-1.464371330399999005e+00,-1.500000000000000000e+00,3.459999999999999964e+00
-1.416149430299998624e+00,-1.449999999999999956e+00,3.439999999999999947e+00
-1.426437539999999338e+00,-1.459999999999999964e+00,3.459999999999999964e+00
-1.319410619999998646e+00,-1.350000000000000089e+00,3.339999999999999858e+00
-1.203072749999998248e+00,-1.229999999999999982e+00,3.209999999999999964e+00
-1.309512590099998208e+00,-1.340000000000000080e+00,3.319999999999999840e+00
-1.270896650099997860e+00,-1.300000000000000044e+00,3.290000000000000036e+00
-1.251489689999997879e+00,-1.280000000000000027e+00,3.259999999999999787e+00
-1.203170759999998118e+00,-1.229999999999999982e+00,3.220000000000000195e+00
-1.164260789999997936e+00,-1.189999999999999947e+00,3.169999999999999929e+00
-1.173767759999998495e+00,-1.199999999999999956e+00,3.169999999999999929e+00
-1.193271749999998299e+00,-1.219999999999999973e+00,3.209999999999999964e+00
-1.164456809999997677e+00,-1.189999999999999947e+00,3.189999999999999947e+00
-1.154655809999998395e+00,-1.179999999999999938e+00,3.180000000000000160e+00
-1.203072749999997804e+00,-1.229999999999999982e+00,3.220000000000000195e+00
-1.144658789999998483e+00,-1.169999999999999929e+00,3.140000000000000124e+00
-1.066936859999998211e+00,-1.090000000000000080e+00,3.049999999999999822e+00
-1.086538859999997664e+00,-1.110000000000000098e+00,3.100000000000000089e+00
-1.105944839999998486e+00,-1.129999999999999893e+00,3.100000000000000089e+00
-1.134955799999997739e+00,-1.159999999999999920e+00,3.149999999999999911e+00
-1.115745839999998434e+00,-1.139999999999999902e+00,3.120000000000000107e+00
-1.135151819999997702e+00,-1.159999999999999920e+00,3.160000000000000142e+00
-1.086342839999997922e+00,-1.110000000000000098e+00,3.089999999999999858e+00
-1.096437869999997705e+00,-1.120000000000000107e+00,3.109999999999999876e+00
-1.077129899999997642e+00,-1.100000000000000089e+00,3.100000000000000089e+00
-1.086734879999997849e+00,-1.110000000000000098e+00,3.109999999999999876e+00
-1.037925899999997847e+00,-1.060000000000000053e+00,3.040000000000000036e+00
-1.057527899999997967e+00,-1.080000000000000071e+00,3.069999999999999840e+00
-1.115549819999998249e+00,-1.139999999999999902e+00,3.129999999999999893e+00
-1.115843849999998083e+00,-1.139999999999999902e+00,3.140000000000000124e+00
-1.106042849999998134e+00,-1.129999999999999893e+00,3.129999999999999893e+00
-9.990159299999977760e-01,-1.020000000000000018e+00,3.000000000000000000e+00
-1.135347839999998110e+00,-1.159999999999999920e+00,3.160000000000000142e+00
-1.164162779999998287e+00,-1.189999999999999947e+00,3.169999999999999929e+00
-1.115550800099998074e+00,-1.139999999999999902e+00,3.120000000000000107e+00
-1.086637850099997804e+00,-1.110000000000000098e+00,3.100000000000000089e+00
-1.038121919999998033e+00,-1.060000000000000053e+00,3.049999999999999822e+00
-1.125644849999997588e+00,-1.149999999999999911e+00,3.149999999999999911e+00
-1.038121919999997589e+00,-1.060000000000000053e+00,3.040000000000000036e+00
-1.106140859999997561e+00,-1.129999999999999893e+00,3.120000000000000107e+00
-1.086538859999998108e+00,-1.110000000000000098e+00,3.100000000000000089e+00
-1.057625909999997393e+00,-1.080000000000000071e+00,3.080000000000000071e+00
-1.096241849999997298e+00,-1.120000000000000107e+00,3.100000000000000089e+00
-1.038121919999997589e+00,-1.060000000000000053e+00,3.040000000000000036e+00
-1.008914939999997706e+00,-1.030000000000000027e+00,3.020000000000000018e+00
-1.115745839999998212e+00,-1.139999999999999902e+00,3.140000000000000124e+00
